,price,percent_change,market_cap,vol_24h,id
XTK,0.02161826,-0.37132,5436343,4717.47,xtoken
OLO,0.01378142,-3.76284,5411360,72528.0,oolongswap
ARCX,0.180278,-0.86147,5404492,2394.05,arc-governance
GRLC,0.081965,-6.63455,5394865,5222.97,garlicoin
GEEQ,0.399796,-10.14416,5392300,428990.0,geeq
LITH,0.00099296,-7.59935,5379632,50.46,lith-token
EOSDT,0.996037,11.83777,5361396,3.38,equilibrium-eosdt
FIWA,0.00239131,-8.74321,5359245,204742.0,defi-warrior
MEME,197.3,-26.80604,5359067,38658.0,degenerator
IDNA,0.093122,-0.10355,5352488,67268.0,idena
CGT,60.73,-0.40415,5350993,50822.0,cache-gold
TEN,0.04628991,-0.52377,5336808,205476.0,tokenomy
NFTL,0.03944067,-8.53688,5315377,181432.0,nftlaunch
MONI,0.271638,-2.74165,5302977,406016.0,monsta-infinite
TKN,0.145653,-5.78808,5276919,3986.93,tokencard
PEFI,0.276313,-16.07206,5271887,177549.0,penguin-finance
DEC,0.051535,-11.34423,5248244,161948.0,decentr
MARSH,0.219026,-4.41186,5241203,1686554.0,unmarshal
GCOIN,0.403365,4.10935,5238647,42317.0,galaxy-fight-club
ARCONA,0.342957,-9.17312,5233639,12033.72,arcona
XFUND,619.32,-1.4963,5232525,6728.06,xfund
REVU,0.098428,-6.88656,5231649,403730.0,revuto
PACOCA,0.04831816,-0.91756,5227473,151215.0,pacoca
BOX,2.01,-2.29442,5223522,370022.0,defibox
BNC,0.506168,-9.30052,5203194,61411.0,bifrost-native-coin
SMT,0.00311538,-6.14936,5187374,95293.0,smartmesh
EMC2,0.02286232,-6.16798,5180579,10749.42,einsteinium
LEOS,0.177801,2.52535,5174780,945969.0,leonicorn-swap
NEBO,4.71,-1.93415,5155559,4922.84,csp-dao-network
MVC,9.52e-06,-8.17728,5143298,31629.0,multiverse-capital
777,0.03939863,5.28039,5138521,77321.0,jackpot
DPET,0.422151,0.0729,5127867,477740.0,my-defi-pet
CRP,0.839265,-2.09855,5109233,81182.0,utopia
DON,0.119184,-10.03821,5075141,156863.0,don-key
DRCT,0.01384967,12.19034,5043040,65106.0,ally-direct
MOOV,0.00772502,-3.57176,5010415,34584.0,dotmoovs
PICKLE,6.01,-1.72754,4982116,1744821.0,pickle-finance
WALLET,0.118138,-4.3366,4979309,325756.0,ambire-wallet
BOTTO,0.298952,-0.66957,4977689,120777.0,botto
XET,0.04122438,-14.33986,4967590,277190.0,xfinite-entertainment-token
C0,1.1268e-08,,4956841,0.0,carboneco
DOE,0.03240837,-6.46717,4955202,1020601.0,dogsofelon
NABOX,3.723e-05,-2.75499,4942759,768357.0,nabox
IF,0.539918,7.39267,4942399,43706.0,impossible-finance
USF,0.245724,12.9144,4929774,39671.0,unslashed-finance
HART,0.00410878,-3.31194,4921014,8623.27,hara-token
TENDIE,0.882674,-2.58186,4914431,6604.94,tendieswap
USELESS,6.895e-09,-4.5346,4871767,13372.69,useless
MNFLX,407.4,1.45653,4851248,28721.0,mirrored-netflix
EXOD,139.38,-3.71615,4851197,76390.0,exodia
BLOCK,0.233464,0.11688,4846649,36043.0,blockasset
SFX,0.48513,-9.11369,4839337,177251.0,subx-finance
YEL,0.01833536,-5.76021,4830762,216793.0,yel-finance
BIX,0.04072869,-10.17432,4829354,4348117.0,bibox-token
RCN,0.00912047,0.90554,4822953,3101.94,ripio-credit-network
KOM,0.00411193,0.1385,4820771,450722.0,kommunitas
METH,2768.1,0.91116,4819276,254235.0,mirrored-ether
VIB,0.02639926,-3.48096,4813477,366911.0,viberate
EUNO,0.00074442,-0.19455,4809974,9095.37,euno
PEBBLE,6.667e-05,-5.65994,4795018,968.91,etherrock-72
DIGITS,0.00480129,11.61941,4793698,107061.0,digits-dao
UBXT,0.01164019,-10.12756,4754429,359042.0,upbots
ARTR,0.03889452,5.65584,4748061,13241.83,artery
CWEB,0.02298385,-10.8346,4744442,1399915.0,coinweb
CLH,0.065441,-13.08211,4741243,2626508.0,cleardao
WAS,0.02222093,-17.02742,4739596,77909.0,wasder
GNX,0.01557738,-10.21811,4735328,515420.0,genaro-network
SMART,0.00169901,-2.09422,4731228,194890.0,smartcash
DARK,0.199966,-5.49039,4728611,497033.0,dark-frontiers
UDO,0.061232,-5.80557,4724296,73382.0,unido-ep
ABL,0.01682037,-4.45038,4703685,70363.0,airbloc-protocol
FEED,0.055563,-1.81706,4699151,58363.0,feeder-finance
GIV,0.370026,-2.60907,4672262,49042.0,giveth
DEGEN,2.54,-4.28097,4664535,5248.52,degen-index
IOI,0.639835,-7.45231,4641969,227896.0,ioi-token
KICK,0.04381332,-4.87658,4631267,204458.0,kick-io
ARA,0.02871392,7.1584,4602800,29136.0,adora-token
ACS,4.12,1.9386,4599311,50782.0,acryptos
WGR,0.01949226,-0.66979,4593658,709.18,wagerr
BNPL,0.02468538,-4.16914,4583300,29254.0,bnpl-pay
INSTAR,0.021772,3.68536,4582011,278.73,insights-network
HE,0.03106439,-9.15278,4581659,132074.0,heroes-empires
BTCZ,0.00041567,-10.76288,4576621,294026.0,bitcoinz
UAPE,0.00453231,,4532310,0.0,unicly-bored-ape-yacht-club-collection
ACT,0.00523174,-57.99164,4530178,281964.0,achain
FABRIC,0.00923634,-4.98143,4528978,266218.0,metafabric
KCAL,0.062074,-0.07664,4521899,18428.34,phantasma-energy
CIFI,29.31,1.25586,4513963,57263.0,citizen-finance
MUST,45.0,-3.44293,4509668,42927.0,must
FEAR,0.370677,-3.11043,4504552,361595.0,fear
SKY,0.204279,-6.32724,4498739,81761.0,skycoin
UFC,1.98,0.50999,4466389,17212.78,ufc-fan-token
PTF,0.180322,13.1714,4433709,281658.0,powertrade-fuel
BIRD,50.03,-5.43441,4428411,132315.0,bird-money
NLG,0.00787063,39.97891,4423960,83103.0,gulden
HORD,0.050846,5.04359,4406839,293834.0,hord
UBQ,0.093379,0.34835,4397901,10089.1,ubiq
VERA,0.120511,-4.40179,4338883,169723.0,vera
RHYTHM,0.00033591,-3.14266,4338871,3495.73,rhythm
DOEX,0.094478,2.33479,4334265,931458.0,doex
AOA,0.00095337,-2.96269,4325172,186421.0,aurora
PRL,0.160114,-2.35308,4309205,44393.0,the-parallel
COMBO,0.143356,-3.83882,4307805,128920.0,furucombo
URQA,0.105127,-2.37901,4304605,8575.29,ureeqa
BLOCK,0.506404,-2.61387,4304194,36672.0,blocknet
EPK,0.107235,0.29746,4281113,74163.0,epik-protocol
WARS,0.06883,1.69093,4280682,307680.0,metawars
ARMOR,0.02053861,-10.64242,4270327,68430.0,armor
1337,0.662535,0.0,4257757,0.0,e1337
TNT,0.00991548,,4248598,0.708249,tierion
UNIQ,0.482404,-5.79728,4239289,64481.0,uniqly
CWT,0.03395938,4.09678,4238368,135710.0,crosswallet
HVN,0.01175385,5.74391,4235501,21792.0,hiveterminal
PXP,0.02506007,-0.90821,4222122,3741227.0,pointpay
PLSPAD,0.02484598,-8.18614,4219726,222372.0,pulsepad
COR,0.02202734,-3.53556,4216969,25983.0,coreto
ATD,0.966352,-7.1712,4212827,52276.0,atd
LCS,0.10993,185.41541,4210023,56498.0,localcoinswap
1-UP,0.069693,0.89959,4204289,7019.59,1-up
BTNT,0.349431,7.94096,4200762,12482.27,bitnautic
AMLT,0.01248483,-15.29459,4193448,14531.51,coinfirm-amlt
SWINGBY,0.01310624,-1.87006,4183839,388279.0,swingby
ABLOCK,0.489396,2.85517,4176693,2770.62,any-blocknet
HYVE,0.121954,-6.7026,4170897,119596.0,hyve
ELV,0.093045,-13.077,4170492,356987.0,elvantis
RELAY,0.979792,-7.43306,4168504,54523.0,relay-token
KONO,0.113552,-4.21618,4159130,285163.0,konomi-network
VOICE,117.75,13.24523,4146674,104782.0,nix-bridge-token
LAYER,0.166492,-1.78145,4130143,1088661.0,unilayer
DIVER,0.04515919,-1.57921,4124335,258049.0,divergence-protocol
BSK,0.321835,1.02558,4120763,3.22,bitcoinstaking
FUEL,33.09,-10.31066,4120185,102672.0,fuel-token
PAY,0.03491379,-3.49513,4119692,121384.0,tenx
DNXC,0.073188,-6.94986,4116001,417497.0,dinox
NORD,1.12,-7.78516,4110335,675138.0,nord-finance
PILOT,3.99,-8.36291,4104212,280880.0,unipilot
OG,2.93,-1.07195,4079901,260627.0,og-fan-token
LIME,0.0254676,2.14577,4078236,442354.0,ime-lab
KAINET,0.00800855,-2.22472,4076052,129308.0,kainet
GRC,0.0093789,8.43886,4067991,11252.78,gridcoin-research
MOBIC,0.300684,4.5471,4064625,15166.17,mobility-coin
YFL,86.02,-0.46706,4062611,36.87,yflink
CVR,0.058801,-3.27538,4043840,16647.65,covercompared
EFL,0.177074,2.42313,4026713,68.24,electronicgulden
MTWTR,36.62,-1.23105,4015834,16409.84,mirrored-twitter
POP,0.00250961,-3.379,4007544,43676.0,pop-chest-token
XCT,0.083081,-1.96505,4003359,56092.0,citadel-one
MBTC,40505.0,0.99639,3987499,263140.0,mirrored-bitcoin
BCDT,0.108444,-2.54017,3985854,5245.52,blockchain-certified-data-token
ADCO,0.088536,0.04163,3984098,25057.0,advertise-coin
DYP,0.202654,0.07254,3967688,877481.0,defi-yield-protocol
EQZ,0.106831,0.66419,3963722,323618.0,equalizer
TXL,0.052968,-5.21838,3952851,31306.0,tixl-new
GOAL,1.27,3.9853,3952361,28591.0,goal-token
SFD,1.44,-9.92566,3938774,233608.0,safe-deal
GAMI,0.548334,-0.16912,3937699,68917.0,gami-world
UWL,0.570282,-1.00156,3932471,2895.66,uniwhales
ZYX,0.079955,1.55404,3930631,4195.86,zyx
LOA,0.092693,-4.9479,3925857,312479.0,league-of-ancients
KKO,0.216941,-1.92992,3923649,6978.24,kineko
SARCO,0.68901,0.48557,3909623,159221.0,sarcophagus
RESTAURANTS,6.957e-09,-5.51617,3901265,12413.9,devour
MILK,0.064858,-19.11004,3899328,348998.0,milk
SPH,0.03245863,6.99658,3873824,77968.0,spheroid-universe
SALE,0.471797,-1.63935,3873136,36764.0,dxsale-network
RPG,0.19155,-0.0903,3871893,35134.0,revolve-games
BTCMT,1.99,0.02501,3871556,27478.0,minto
ODE,0.0174438,0.56274,3864719,47391.0,odem
GLQ,0.01193302,-6.88838,3853270,216707.0,graphlinq-protocol
CYS,0.330869,-2.68286,3850324,170956.0,cyclos
APT,0.03122585,-15.14886,3840186,339898.0,apricot
CLU,1.2907e-08,-0.81241,3826422,48193.0,clucoin
NFTI,1712.31,-5.75044,3815891,11616.1,nft-index
EVAI,0.161523,1.21617,3808201,2083.26,evai
TCP,0.03901157,-4.62543,3786539,415307.0,the-crypto-prophecies
SOLACE,0.061611,-18.34855,3783008,119062.0,solace
EQUAD,0.00696206,0.06611,3781674,0.069621,quadrant-protocol
PVM,0.629018,0.70297,3778998,7215.88,privateum
TCAP,220.42,-4.24779,3773392,188.85,total-crypto-market-cap-token
POLIS,0.24448,-0.05041,3757843,1035.07,polis
QLC,0.01568787,-2.01702,3751935,740097.0,qlink
APOLLO,0.749075,-1.30014,3751360,2009.31,apollo-dao
MOONED,0.03872848,-3.39757,3742193,9309.15,moonedge
BLT,0.065681,1.16082,3733955,1824.59,bloom
HUSKY,4.232e-08,-20.11377,3733771,147020.0,husky-avax
POA,0.02108343,7.59948,3718774,686.39,poa-network
CFI,2.28,-4.54634,3716227,33085.0,cyberfi
EULER,0.051414,-1.35571,3715154,25443.0,euler-tools
BFT,0.01122725,-2.56739,3704577,145954.0,bnktothefuture
GENRE,0.679291,,3698175,0.0,genre
TFL,0.553227,0.98286,3695236,1024.06,trueflip
TRADE,0.307338,-6.12984,3691307,373766.0,polytrade
SPC,0.00902907,2.09162,3673128,10842.29,spacechain-erc-20
IDEA,0.116067,5.71264,3669844,1117330.0,ideaology
PIST,0.122202,0.92503,3665789,40386.0,pist-trust
OTO,0.095503,-0.08773,3664404,83.76,otocash
SPWN,0.00507772,11.94509,3643640,276881.0,bitspawn
ZUKI,0.01539004,-10.31435,3572164,91156.0,zuki-moba
CYCE,0.348685,-3.21017,3564622,26269.0,crypto-carbon-energy
LOOT,1.083,0.8581,3549503,188651.0,loot
WSB,0.00464811,-7.91638,3546927,156704.0,wall-street-bets-dapp
MILK2,0.140766,-4.21762,3544327,61042.0,spaceswap-milk2
XNL,0.170149,-8.07937,3539507,839112.0,chronicle
HGET,2.02,-2.14244,3538292,262021.0,hedget
SMTY,0.04383166,-0.55544,3527141,279292.0,smoothy
PLY,0.132961,4.42304,3522006,69385.0,playnity
AUTO,0.00054432,4.52088,3514129,85253.0,cube
THOREUM,0.00189792,,3512619,223.65,thoreum
TIPS,6e-06,-2.73543,3511622,15287.17,fedoracoin
ROOBEE,0.00291656,-1.46456,3500995,1107323.0,roobee
VAB,0.00537312,-18.2729,3486975,83411.0,vabble
CUB,0.311561,-0.21916,3483860,30773.0,cub-finance
HAKKA,0.01190625,-2.89888,3477733,110849.0,hakka-finance
FAB,0.0330229,-1.14798,3461338,30733.0,fabric
FAIR,0.00489865,24.39318,3460182,3767511.0,fairgame
MOVE,0.405497,4.49672,3457711,23209.0,holyheld-2
FANT,0.057764,0.04279,3450530,2285.78,phantasia
DVPN,0.00172439,-5.87031,3448733,1.72,sentinel-group
ANGEL,11.52,4.42959,3443802,200798.0,angel-nodes
ECC,0.03587847,1.65269,3438159,19497.11,empire-capital-token
PKR,0.04153039,-11.46648,3435608,516258.0,polker
SATT,0.00080886,-10.90463,3434254,29773.0,satt
ENG,0.03090999,-19.77712,3431255,139221.0,enigma
OLY,0.00274053,-2.95291,3426451,246556.0,olyseum
PAWTH,0.0041449,-7.40706,3408800,10511.5,pawthereum
NEXT,0.04066263,-10.74027,3406802,366705.0,shopnext
INT,0.00673096,-1.6626,3392527,555180.0,internet-node-token
ACE,0.02827568,-7.62758,3383919,642565.0,acent
FORM,0.02071589,-5.07076,3383665,347750.0,formation-fi
L2,0.01165033,,3380122,3.32,leverj-gluon
LYM,0.00401284,-0.93945,3379481,386437.0,lympo
DINO,0.04051966,-2.32219,3373032,46304.0,dinoswap
MELT,1.17,8.56566,3368116,1520192.0,defrost-finance
LIQ,0.404762,-17.33528,3361824,298251.0,liquidus
QUIDD,0.459559,-4.79048,3347941,92247.0,quidd
ZONE,0.690038,-1.53087,3340014,19832.45,gridzone
MTS,0.212897,-11.49462,3339118,224033.0,metastrike
SCAR,0.0131629,-5.24637,3337669,26168.0,velhalla
COGI,0.072634,1.1235,3326708,35659.0,cogiverse
SUPERBID,0.414429,-11.32844,3320227,13289.73,superbid
UDOO,0.00680662,22.01458,3318612,1216305.0,howdoo
APRIL,0.079443,-0.37352,3291505,358998.0,april
START,3.6,-7.99846,3285199,119680.0,bscstarter
DOUGH,0.209048,-1.89492,3277294,6969.3,piedao-dough-v2
PWAR,0.110043,-3.61739,3259736,329987.0,polkawar
TGT,0.0167771,-10.62905,3257076,26340.0,thorwallet
NCASH,0.00111914,2.22344,3255343,52094.0,nucleus-vision
MRX,0.00019077,11.13437,3249001,241085.0,linda
JULIEN,0.382365,,3240727,0.0,julien
BABI,0.102438,3.06452,3240641,755093.0,babylons
MCHC,0.17367,-12.01593,3231179,193920.0,mch-coin
AUR,0.16288,33.72423,3223390,1094.87,auroracoin
YAM,0.241359,-1.55721,3220543,125388.0,yam-2
BXX,0.088659,5.96392,3209083,5985.25,baanx
WIVA,0.04381601,-9.31022,3207813,20796.0,wiva
PALG,0.129935,0.14793,3202475,32563.0,palgold
TNB,0.00092366,8.35552,3197564,59294.0,time-new-bank
MAKI,0.01884851,-2.37889,3193164,260036.0,makiswap
$CRDN,0.101154,0.64521,3185234,168822.0,cardence
AZR,0.01308471,3.42815,3182725,2252.22,aezora
TERN,0.00737304,-1.05248,3181627,41171.0,ternio
SOLAR,0.548306,-7.3545,3166387,233569.0,solarbeam
R1,0.00240012,0.87789,3160289,16074.15,recast1
TOP,0.00076662,-9.91036,3160146,42456.0,top-network
RBUNNY,0.00362806,6.98591,3143606,20223.0,rewards-bunny
RENA,0.431683,-8.61793,3138705,334127.0,warena
VEX,0.00313144,-4.80601,3134213,18175.38,vexanium
MIA,0.00337599,-11.42921,3116690,81849.0,miamicoin
XETA,0.0031103,-1.49349,3105830,3422.29,xeta-reality
SPND,0.00325293,,3102162,45.54,spendcoin
BUIDL,0.937344,1.55867,3099831,156941.0,dfohub
ETHPAD,0.02262259,-11.99884,3099355,90862.0,ethpad
PUSSY,1.42e-05,-0.3801,3095665,554.05,pussy-financial
FNT,0.00027703,-0.66345,3095387,241.22,falcon-token
GAT,3.41,-10.74695,3090982,333781.0,game-ace-token
KIAN,0.098206,-9.72103,3082694,483641.0,porta
TETU,0.01503653,-19.88752,3070817,89408.0,tetu
VSF,0.00037503,-0.083,3068921,1.74,verisafe
CXPAD,3.752e-05,-0.85293,3065287,13496.39,coinxpad
SMARTCREDIT,2.03,4.51465,3058521,8845.66,smartcredit-token
BSCS,0.078561,-4.13107,3054547,320396.0,bsc-station
NTX,0.03850891,0.10906,3053024,18698.72,nunet
IDLE,1.14,-5.80011,3025982,32809.0,idle
SWAPZ,0.01611965,-4.76634,3022650,56615.0,swapz-app
SWRV,0.187807,-6.90465,3019568,1582497.0,swerve-dao
MONA,318.68,-1.17134,3015492,19806.01,monavale
IMX,0.081985,-10.91252,3000345,78148.0,impermax
PLR,0.01099792,-0.6324,2980264,258.46,pillar
ROSN,0.111219,-8.60425,2979934,518754.0,roseon-finance
ONSTON,0.03886567,-19.2172,2976529,3597086.0,onston
DRK,0.00301046,-4.07537,2967500,1619519.0,draken
OBOT,0.02240783,-4.37079,2962432,4190.78,obortech
MENGO,0.922973,1.01122,2953483,22521.0,flamengo-fan-token
VIBE,0.01568288,-9.2904,2940992,10931.85,vibe
XWIN,1.28,-1.54115,2936019,35559.0,xwin-finance
RUFF,0.00311544,-2.12175,2932280,28724.0,ruff
UNIDX,0.821168,-2.08574,2931949,31971.0,unidex
LUFC,2.95,-4.724,2915089,31114.0,leeds-united-fan-token
FIN,0.090849,-8.13104,2914173,102012.0,definer
YIN,0.481588,-0.54286,2909302,36557.0,yin-finance
SWD,8.61,-6.24718,2908916,7786.61,sw-dao
MNST,0.024007,-14.39625,2907849,574796.0,moonstarter
CMERGE,0.00058122,0.72454,2901926,7605.61,coinmerge-bsc
SHAK,0.00040456,-16.02116,2896022,39887.0,shakita-inu
OAP,0.2131,-6.84874,2892998,6478.98,openalexa-protocol
WDC,0.02054959,-2.36394,2886812,1292.8,worldcoin
RVF,0.04482106,-2.95961,2878797,64836.0,rocket-vault-rocketx
ONION,0.126973,19.11123,2872704,3615.3,deeponion
GREY,1.13e-06,0.0,2869877,0.0,grey-token
WOW,5.67,-2.06035,2867538,21047.0,wowswap
STATIK,0.977207,-0.09484,2865264,156048.0,statik
B20,0.573014,29.16175,2861921,19284.34,b20
OCE,0.00086107,-5.23343,2861618,12995.42,oceanex-token
MASS,0.02904926,-2.2627,2847420,572399.0,mass
POLX,0.00030948,-18.21863,2841520,55411.0,polylastic
FLY,0.00543174,-11.29474,2835516,1553125.0,franklin
EFX,0.01367344,-2.61396,2831800,117229.0,effect-network
XTP,0.00075076,100.22,2830847,4288.13,tap
42,67018.0,-0.02706,2827949,696.18,42-coin
DAPPT,0.0019382,-7.38945,2821482,27714.0,dapp-com
JMPT,2.14,-0.81322,2817355,4077.28,jumptoken
ZWAP,8.17,-6.36111,2812133,19807.88,zilswap
ONX,0.283389,-4.27223,2801510,35098.0,onx-finance
GST,0.135555,-6.89447,2790968,102283.0,gunstar-metaverse
GENESIS,0.04497156,-3.58504,2789297,4385.56,genesis-worlds
TAB,0.077637,-22.2098,2788604,590.47,tabank
HTML,5.215e-05,-2.50037,2778449,455.38,htmlcoin
BCUBE,0.137357,-0.91781,2777972,1401.77,b-cube-ai
NIOX,0.02542558,-4.7715,2777808,145684.0,autonio
BTCP,21.44,1.39288,2766772,7509.66,bitcoin-pro
HGOLD,0.236369,20.57269,2765482,90653.0,hollygold
NPX,0.109134,-0.07416,2764373,14.0,napoleon-x
CSAI,0.342494,,2764331,0.0,compound-sai
EGT,0.00070697,-0.83577,2764007,87613.0,egretia
BED,93.74,-3.66458,2754887,41364.0,bankless-bed-index
SNC,0.02245749,1.29458,2750691,243661.0,suncontract
CMT,0.00344714,-4.85919,2750014,313867.0,cybermiles
BRKL,0.097911,-1.43918,2747702,207017.0,brokoli
DBL,0.128214,1.60288,2742350,25051.0,doubloon
NAFT,0.00612653,-5.27788,2730649,1373151.0,nafter
LOCG,0.03436653,-9.05406,2719863,268529.0,locgame
BANK,20.25,4.00937,2718638,154078.0,float-protocol
PERI,0.50815,-10.1652,2713687,2601064.0,peri-finance
WASP,0.01895451,-5.98977,2710481,112631.0,wanswap
RAZOR,0.01451608,-9.13828,2707382,208467.0,razor-network
DEV,1.22,-18.22585,2703164,3489.3,dev-protocol
DOGECOLA,3.603e-09,-2.0544,2700259,301827.0,dogecola
SOC,0.00230137,-10.82993,2680164,10337526.0,all-sports
XVIPER,0.160302,-13.17072,2667668,2562.45,viperpit
COIN,0.083913,0.0,2658686,0.0,coin
UMX,0.350276,2.14951,2652196,139937.0,unimex-network
DUN,0.00577111,,2644431,9.97,dune
TYC,0.02945998,-3.461,2639629,65280.0,tycoon
DUCK,0.0105044,-1.0849,2636861,47213.0,unit-protocol-duck
FILDA,0.01760582,-3.20943,2634355,41660.0,filda
EQO,0.147978,8.72308,2624545,13553.37,equos-origin
VNLA,4.03,,2619582,0.0,vanilla-network
MCM,0.206803,-0.23904,2614478,956.46,mochimo
ANN,0.02409469,19.58227,2607796,27902.0,annex
USE,0.0005933,-1.04405,2593399,26.79,usechain
SHARD,0.152914,0.58427,2591692,577.83,shard
PIN,0.01651669,-2.483,2588782,106.03,public-index-network
LUNES,0.0171689,15.65452,2588518,12618.17,lunes
EDG,0.02243044,-3.44144,2581478,277.72,edgeless
TAD,5.63,-2.46842,2580967,14238.66,tadpole-finance
YOU,0.00352462,0.32384,2580671,102780.0,you-chain
CPO,0.03278481,-15.80566,2578707,169390.0,cryptopolis
LFW,0.329612,26.01682,2572210,811931.0,legend-of-fantasy-war
QRK,0.00923289,-13.1819,2570694,41690.0,quark
KICK,0.02082126,5.56211,2570096,198901.0,kick
REV,0.00529636,-8.20949,2567437,2007332.0,revain
HAKA,0.082829,-4.68406,2558517,379094.0,tribeone
SHIH,2.488e-09,4.09357,2555712,3428.26,shih-tzu
PAR,1.14,0.3837,2552772,117567.0,par-stablecoin
GMI,59.73,-6.80808,2552253,61795.0,bankless-defi-innovation-index
PACT,0.00267076,-3.52664,2547487,13737.07,impactmarket
BYG,0.04585265,-3.90478,2529513,135877.0,black-eye-galaxy
VRX,111.38,1.8682,2518825,582493.0,verox
LHC,0.051761,-10.84286,2515725,1747.35,lightcoin
KUS,0.371132,2.80396,2507633,94141.0,kuswap
MAN,0.0167654,-3.00279,2505735,208688.0,matrix-ai-network
SRY,0.0024065,-20.08259,2502752,27.01,serey-coin
EVERETH,6.606e-09,-14.38808,2495958,21104.0,evereth
WHITE,279.76,-6.5435,2483650,53855.0,whiteheart
EOSC,0.00885741,-5.44268,2474518,107643.0,eosforce
EDDA,494.05,-3.61005,2474475,450654.0,eddaswap
EMC,0.051285,-3.87828,2468975,11714.64,emercoin
BBANK,0.03098982,-10.58095,2463338,102986.0,blockbank
SDEFI,13583.52,,2458347,2446.39,sdefi
XIO,0.067295,-0.33427,2453276,6315.74,xio
DINU,6.059e-09,-5.54217,2453257,3713.62,dogey-inu
MIST,0.04347653,-2.67994,2451593,2047606.0,mist
ZEFU,0.03939583,-2.45319,2450067,134944.0,zenfuse
AFR,0.00065193,-5.84574,2445519,59728.0,afreum
KEK,0.04129455,-6.41876,2426965,36323.0,cryptokek
&#127760;,1.35e-06,,2418356,2521.77,qao
TREAT,2.47,-5.30952,2417519,52.16,treatdao
TASTE,3.972e-09,-5.4971,2417402,47300.0,tastenft
FLOAT,1.54,0.08273,2416768,138472.0,float-protocol-float
PVU,0.05513,-6.15437,2415170,483038.0,plant-vs-undead-token
BOOM,0.00376509,0.41042,2404938,65883.0,boom-token
TRADE,0.06742,0.58979,2400831,184565.0,unitrade
LAUNCH,0.593081,-1.60648,2400584,2178.48,superlauncher-dao
KAT,0.00150166,-8.28804,2399528,44171.0,kambria
PROS,0.542593,-3.25335,2393219,2241988.0,prosper
YEC,0.198234,5.14467,2376444,2922.84,ycash
HNST,0.01901183,-4.26187,2364899,1317119.0,honest-mining
ETHIX,0.434289,3.85559,2364144,52694.0,ethichub
MTLX,0.596204,-8.47938,2361687,10162.49,mettalex
CRP,0.080735,-3.10844,2347054,89134.0,cropperfinance
PEPS,0.03754514,-0.40569,2336364,140.47,pepegold
CPD,0.02511024,-3.91942,2322933,75538.0,coinspaid
MINX,0.064257,0.92462,2319667,985.03,innovaminex
SOUL,0.063315,-4.3128,2315865,196075.0,soul-swap
N2,0.251418,-10.53102,2310941,17528.71,node-squared
MASQ,0.15397,2.09334,2310346,108811.0,masq
NTK,0.02667452,46.26177,2307963,2.35,neurotoken
EMT,0.01538886,-3.47665,2302354,4654.81,emanate
OIN,0.126965,-0.07171,2287800,277142.0,oin-finance
SHOO,5.525e-09,2.84055,2279608,7988.93,shoot
SWAG,0.02154471,2.99859,2265130,7.87,swag-finance
QBX,0.00539239,,2259780,107.85,qiibee
CPC,0.00556188,0.20564,2255151,630860.0,cpchain
ARES,0.01369992,-4.1622,2250259,486786.0,ares-protocol
PLAY,0.015009,16.61875,2249869,49220.0,herocoin
EDOGE,4.054e-09,-1.40342,2248655,136.15,elon-doge-token
NODE,0.263992,-3.24772,2245618,0.0,dappnode
8PAY,0.03524243,-9.06132,2235158,59346.0,8pay
GPOOL,0.0058114,-2.03905,2232968,1355.37,genesis-pool
NAP,3.95,0.46591,2230828,19354.15,napoli-fan-token
TRY,0.053744,-2.36593,2224782,65488.0,tryhards
1FLR,0.00055618,-3.67905,2223159,1666.46,flare-token
CCX,0.183671,-0.81708,2220086,5497.79,conceal
DAX,0.00633728,-3.22477,2219146,6833.45,daex
OCN,0.00022119,-3.98689,2214283,61553.0,odyssey
FREE,0.00028761,12.78795,2212192,47862.0,freerossdao
POODL,2.7563e-08,-19.05366,2209383,42462.0,poodle
RAVEN,0.00049853,-4.11652,2208224,15.95,raven-protocol
ABST,3.395e-05,,2206941,0.575381,abitshadow-token
VALUE,0.437857,-7.31866,2202218,1628870.0,value-liquidity
PMA,8.328e-05,5.26533,2200931,160692.0,pumapay
SLAM,7.32e-06,-1.7461,2200879,781.84,slam-token
ACA,0.0219234,-5.59815,2189275,10629.6,aca-token
BUND,25.88,-6.6624,2187853,8439.02,bundles
UFR,0.091056,,2185353,0.0,upfiring
VGW,0.087073,149.69941,2176796,59.56,vegawallet-token
BHC,43.68,-0.26392,2176535,42521.0,billionhappiness
VBK,0.00299834,-0.01507,2170863,1065.0,veriblock
COOK,0.00268463,-9.35915,2168092,152521.0,cook
LINKA,0.00180479,-23.70404,2165749,193.14,linka
EBA,0.066556,0.12369,2164322,39207.0,elpis-battle
ETHO,0.03739103,17.2758,2153212,212139.0,ether-1
AVS,0.574093,-28.38231,2152845,61934.0,algovest
ZUSD,1.009,1.48168,2150756,274536.0,zusd
KAKA,0.252466,1.89188,2133777,9889.13,kaka-nft-world
BIS,0.077664,-5.19227,2129545,1368.67,bismuth
ARG,1.6,-1.29257,2127173,1896.19,argentine-football-association-fan-token
KIT,0.703972,3.70618,2125494,3466.39,dexkit
HZN,0.05318,-10.71432,2123418,47163.0,horizon-protocol
ORC,0.002144,-16.39452,2122658,22711.0,orclands-metaverse
PTA,0.00382001,-23.66989,2111806,1.34,petrachor
YOP,0.209181,10.95127,2111199,1260841.0,yield-optimization-platform
REDPANDA,5e-12,0.65201,2092139,9658.51,redpanda-earth
